GO,Interpro,n,n_go,n_ip,s
GO:0032044,IPR006645,16,34,38,0.4444444444444444
GO:0032044,IPR022581,18,34,19,0.6792452830188679
GO:0032044,IPR022800,15,34,17,0.5882352941176471
GO:0032044,IPR024945,14,34,18,0.5384615384615384
GO:0032044,IPR039385,19,34,20,0.7037037037037037
GO:0032044,IPR041973,19,34,20,0.7037037037037037
GO:0032044,IPR041975,18,34,19,0.6792452830188679
GO:0032044,IPR041976,18,34,19,0.6792452830188679
GO:0032044,IPR041977,19,34,20,0.7037037037037037
GO:0032044,IPR041978,17,34,18,0.6538461538461539
GO:0032044,IPR041980,8,34,8,0.38095238095238093
GO:0032045,IPR009771,6,26,6,0.375
GO:0032045,IPR037520,4,26,8,0.23529411764705882
GO:0032045,IPR037521,5,26,9,0.2857142857142857
GO:0032048,IPR001736,14,47,62,0.25688073394495414
GO:0032048,IPR025202,11,47,40,0.25287356321839083
GO:0032049,IPR001736,14,24,62,0.32558139534883723
GO:0032049,IPR025202,11,24,40,0.34375
GO:0032049,IPR027379,4,24,8,0.25
GO:0032050,IPR011417,29,35,37,0.8055555555555556
GO:0032050,IPR013809,29,35,59,0.6170212765957447
GO:0032051,IPR002558,8,19,11,0.5333333333333333
GO:0032051,IPR011417,7,19,37,0.25
GO:0032051,IPR015348,11,19,11,0.7333333333333333
GO:0032051,IPR032422,4,19,4,0.34782608695652173
GO:0032052,IPR042153,4,24,11,0.22857142857142856
GO:0032052,IPR044114,3,24,3,0.2222222222222222
GO:0032053,IPR003351,2,7,9,0.25
GO:0032053,IPR024580,2,7,8,0.26666666666666666
GO:0032053,IPR029249,2,7,2,0.4444444444444444
GO:0032055,IPR024435,4,24,9,0.24242424242424243
GO:0032055,IPR034897,3,24,5,0.20689655172413793
GO:0032055,IPR034898,3,24,5,0.20689655172413793
GO:0032056,IPR001498,8,22,15,0.43243243243243246
GO:0032056,IPR006575,12,22,52,0.32432432432432434
GO:0032056,IPR024435,4,22,9,0.25806451612903225
GO:0032057,IPR024435,4,14,9,0.34782608695652173
GO:0032057,IPR044126,3,14,14,0.21428571428571427
GO:0032058,IPR001498,8,20,15,0.45714285714285713
GO:0032058,IPR006575,12,20,52,0.3333333333333333
GO:0032058,IPR024435,4,20,9,0.27586206896551724
GO:0032059,IPR012966,3,6,13,0.3157894736842105
GO:0032059,IPR024739,3,6,3,0.6666666666666666
GO:0032059,IPR031970,3,6,4,0.6
GO:0032059,IPR037840,3,6,7,0.46153846153846156
GO:0032060,IPR015725,2,11,2,0.3076923076923077
GO:0032069,IPR002934,12,66,46,0.21428571428571427
GO:0032069,IPR006116,18,66,18,0.42857142857142855
GO:0032069,IPR018952,20,66,20,0.46511627906976744
GO:0032070,IPR024057,6,31,13,0.2727272727272727
GO:0032070,IPR032569,6,31,7,0.3157894736842105
GO:0032071,IPR024057,6,27,13,0.3
GO:0032071,IPR032569,6,27,7,0.35294117647058826
GO:0032074,IPR013867,4,17,9,0.3076923076923077
GO:0032074,IPR015121,2,17,2,0.21052631578947367
GO:0032074,IPR015371,2,17,2,0.21052631578947367
GO:0032075,IPR034676,3,19,5,0.25
GO:0032076,IPR015121,2,6,2,0.5
GO:0032077,IPR034676,3,15,5,0.3
GO:0032077,IPR039026,3,15,14,0.20689655172413793
GO:0032079,IPR034676,3,13,5,0.3333333333333333
GO:0032079,IPR039026,3,13,14,0.2222222222222222
GO:0032090,IPR033516,4,5,8,0.6153846153846154
GO:0032094,IPR001651,10,47,17,0.3125
GO:0032094,IPR017913,6,47,6,0.22641509433962265
GO:0032094,IPR017914,6,47,6,0.22641509433962265
GO:0032095,IPR006737,8,36,16,0.3076923076923077
GO:0032095,IPR006738,7,36,14,0.28
GO:0032097,IPR006737,7,12,16,0.5
GO:0032097,IPR006738,7,12,14,0.5384615384615384
GO:0032098,IPR000532,10,46,37,0.24096385542168675
GO:0032106,IPR006738,7,55,14,0.2028985507246377
GO:0032109,IPR006737,7,53,16,0.2028985507246377
GO:0032109,IPR006738,7,53,14,0.208955223880597
GO:0032116,IPR024986,10,11,10,0.9523809523809523
GO:0032126,IPR043453,2,11,3,0.2857142857142857
GO:0032129,IPR007654,2,10,6,0.25
GO:0032131,IPR003265,7,8,47,0.2545454545454545
GO:0032131,IPR010316,2,8,2,0.4
GO:0032133,IPR005635,6,41,9,0.24
GO:0032133,IPR018851,11,41,11,0.4230769230769231
GO:0032135,IPR000432,34,45,89,0.5074626865671642
GO:0032135,IPR007695,33,45,68,0.584070796460177
GO:0032135,IPR007696,34,45,88,0.5112781954887218
GO:0032135,IPR007860,34,45,71,0.5862068965517241
GO:0032135,IPR007861,25,45,65,0.45454545454545453
GO:0032136,IPR000432,28,28,89,0.47863247863247865
GO:0032136,IPR007695,28,28,68,0.5833333333333334
GO:0032136,IPR007696,28,28,88,0.4827586206896552
GO:0032136,IPR007860,28,28,71,0.5656565656565656
GO:0032136,IPR007861,28,28,65,0.6021505376344086
GO:0032137,IPR000432,14,16,89,0.26666666666666666
GO:0032137,IPR007695,13,16,68,0.30952380952380953
GO:0032137,IPR007696,14,16,88,0.2692307692307692
GO:0032137,IPR007860,14,16,71,0.3218390804597701
GO:0032137,IPR007861,12,16,65,0.2962962962962963
GO:0032138,IPR000432,20,23,89,0.35714285714285715
GO:0032138,IPR007695,19,23,68,0.4175824175824176
GO:0032138,IPR007696,20,23,88,0.36036036036036034
GO:0032138,IPR007860,20,23,71,0.425531914893617
GO:0032138,IPR007861,17,23,65,0.38636363636363635
GO:0032139,IPR000432,11,14,89,0.21359223300970873
GO:0032139,IPR007695,10,14,68,0.24390243902439024
GO:0032139,IPR007696,11,14,88,0.21568627450980393
GO:0032139,IPR007860,11,14,71,0.25882352941176473
GO:0032139,IPR007861,8,14,65,0.20253164556962025
GO:0032142,IPR000432,12,12,89,0.2376237623762376
GO:0032142,IPR007695,11,12,68,0.275
GO:0032142,IPR007696,12,12,88,0.24
GO:0032142,IPR007860,12,12,71,0.2891566265060241
GO:0032142,IPR007861,10,12,65,0.2597402597402597
GO:0032143,IPR000432,18,18,89,0.3364485981308411
GO:0032143,IPR007695,17,18,68,0.3953488372093023
GO:0032143,IPR007696,18,18,88,0.33962264150943394
GO:0032143,IPR007860,18,18,71,0.4044943820224719
GO:0032143,IPR007861,17,18,65,0.40963855421686746
GO:0032156,IPR030379,66,93,72,0.8
GO:0032161,IPR030379,14,31,72,0.27184466019417475
GO:0032181,IPR000432,10,10,89,0.20202020202020202
GO:0032181,IPR007695,9,10,68,0.23076923076923078
GO:0032181,IPR007696,10,10,88,0.20408163265306123
GO:0032181,IPR007860,10,10,71,0.24691358024691357
GO:0032181,IPR007861,8,10,65,0.21333333333333335
GO:0032183,IPR006861,5,33,13,0.21739130434782608
GO:0032183,IPR029306,4,33,6,0.20512820512820512
GO:0032183,IPR032381,5,33,6,0.2564102564102564
GO:0032184,IPR029306,4,6,6,0.6666666666666666
GO:0032184,IPR043295,2,6,2,0.5
GO:0032185,IPR012966,9,52,13,0.27692307692307694
GO:0032185,IPR037840,6,52,7,0.2033898305084746
GO:0032186,IPR042823,2,9,2,0.36363636363636365
GO:0032190,IPR001507,14,16,67,0.3373493975903614
GO:0032196,IPR001584,10,38,27,0.3076923076923077
GO:0032196,IPR013103,5,38,7,0.2222222222222222
GO:0032196,IPR015820,6,38,6,0.2727272727272727
GO:0032197,IPR001584,5,19,27,0.21739130434782608
GO:0032197,IPR013103,5,19,7,0.38461538461538464
GO:0032197,IPR015820,6,19,6,0.48
GO:0032197,IPR035300,4,19,4,0.34782608695652173
GO:0032197,IPR043636,4,19,4,0.34782608695652173
GO:0032202,IPR011564,2,8,8,0.25
GO:0032202,IPR019437,4,8,5,0.6153846153846154
GO:0032202,IPR029400,2,8,2,0.4
GO:0032202,IPR032042,2,8,5,0.3076923076923077
GO:0032207,IPR013867,3,6,9,0.4
GO:0032207,IPR031902,3,6,3,0.6666666666666666
GO:0032208,IPR013867,3,5,9,0.42857142857142855
GO:0032208,IPR031902,3,5,3,0.75
GO:0032210,IPR018834,12,104,12,0.20689655172413793
GO:0032210,IPR019458,12,104,12,0.20689655172413793
GO:0032213,IPR013867,2,2,9,0.36363636363636365
GO:0032214,IPR013867,2,2,9,0.36363636363636365
GO:0032217,IPR018143,5,15,20,0.2857142857142857
GO:0032221,IPR025995,9,22,43,0.27692307692307694
GO:0032221,IPR026541,9,22,24,0.391304347826087
GO:0032227,IPR013086,2,5,5,0.4
GO:0032237,IPR032393,6,10,6,0.75
GO:0032237,IPR037609,2,10,2,0.3333333333333333
GO:0032237,IPR037610,2,10,2,0.3333333333333333
GO:0032239,IPR017923,16,73,50,0.2601626016260163
GO:0032240,IPR012929,3,6,7,0.46153846153846156
GO:0032240,IPR013913,2,6,3,0.4444444444444444
GO:0032241,IPR002483,6,34,16,0.24
GO:0032241,IPR034148,6,34,19,0.22641509433962265
GO:0032241,IPR044447,4,34,5,0.20512820512820512
GO:0032252,IPR022140,4,18,16,0.23529411764705882
GO:0032252,IPR022164,4,18,18,0.2222222222222222
GO:0032252,IPR032405,5,18,17,0.2857142857142857
GO:0032253,IPR022140,4,13,16,0.27586206896551724
GO:0032253,IPR022164,4,13,18,0.25806451612903225
GO:0032253,IPR032405,5,13,17,0.3333333333333333
GO:0032258,IPR040455,13,45,13,0.4482758620689655
GO:0032258,IPR041691,12,45,12,0.42105263157894735
GO:0032259,IPR001214,161,1117,264,0.2331643736422882
GO:0032261,IPR000836,56,61,257,0.3522012578616352
GO:0032266,IPR000306,32,131,101,0.27586206896551724
GO:0032266,IPR001683,47,131,153,0.33098591549295775
GO:0032266,IPR017455,34,131,115,0.2764227642276423
GO:0032267,IPR012795,2,2,3,0.8
GO:0032274,IPR022582,4,9,9,0.4444444444444444
GO:0032275,IPR022582,4,7,9,0.5
GO:0032280,IPR033742,2,10,6,0.25
GO:0032281,IPR019594,8,27,43,0.22857142857142856
GO:0032281,IPR022082,4,27,7,0.23529411764705882
GO:0032286,IPR016014,2,7,12,0.21052631578947367
GO:0032286,IPR024061,3,7,14,0.2857142857142857
GO:0032286,IPR025719,3,7,8,0.4
GO:0032286,IPR026932,3,7,9,0.375
GO:0032286,IPR030392,3,7,13,0.3
GO:0032287,IPR034677,2,15,4,0.21052631578947367
GO:0032287,IPR039026,4,15,14,0.27586206896551724
GO:0032288,IPR042055,4,27,4,0.25806451612903225
GO:0032289,IPR009471,3,7,11,0.3333333333333333
GO:0032289,IPR022385,3,7,13,0.3
GO:0032289,IPR028916,3,7,14,0.2857142857142857
GO:0032290,IPR044441,2,6,9,0.26666666666666666
GO:0032291,IPR022151,6,39,14,0.22641509433962265
GO:0032296,IPR000999,63,74,72,0.863013698630137
GO:0032296,IPR005034,20,74,25,0.40404040404040403
GO:0032296,IPR014720,59,74,134,0.5673076923076923
GO:0032297,IPR022031,2,11,6,0.23529411764705882
GO:0032298,IPR013939,2,13,3,0.25
GO:0032299,IPR024567,52,58,52,0.9454545454545454
GO:0032299,IPR024568,7,58,7,0.2153846153846154
GO:0032300,IPR000432,77,124,89,0.7230046948356808
GO:0032300,IPR002099,42,124,44,0.5
GO:0032300,IPR007695,67,124,68,0.6979166666666666
GO:0032300,IPR007696,76,124,88,0.7169811320754716
GO:0032300,IPR007860,67,124,71,0.6871794871794872
GO:0032300,IPR007861,57,124,65,0.6031746031746031
GO:0032300,IPR013507,44,124,46,0.5176470588235295
GO:0032300,IPR014790,36,124,38,0.4444444444444444
GO:0032301,IPR000432,19,19,89,0.35185185185185186
GO:0032301,IPR007695,18,19,68,0.41379310344827586
GO:0032301,IPR007696,19,19,88,0.35514018691588783
GO:0032301,IPR007860,19,19,71,0.4222222222222222
GO:0032301,IPR007861,18,19,65,0.42857142857142855
GO:0032302,IPR000432,23,23,89,0.4107142857142857
GO:0032302,IPR007695,22,23,68,0.4835164835164835
GO:0032302,IPR007696,23,23,88,0.4144144144144144
GO:0032302,IPR007860,23,23,71,0.48936170212765956
GO:0032302,IPR007861,16,23,65,0.36363636363636365
GO:0032306,IPR003502,5,18,28,0.21739130434782608
GO:0032308,IPR003502,5,16,28,0.22727272727272727
GO:0032308,IPR034040,2,16,2,0.2222222222222222
GO:0032308,IPR041648,2,16,2,0.2222222222222222
GO:0032309,IPR004030,9,32,18,0.36
GO:0032310,IPR003097,8,11,67,0.20512820512820512
GO:0032310,IPR004030,9,11,18,0.6206896551724138
GO:0032311,IPR023412,9,9,67,0.23684210526315788
GO:0032324,IPR001453,14,25,30,0.509090909090909
GO:0032324,IPR005110,13,25,15,0.65
GO:0032324,IPR005111,13,25,15,0.65
GO:0032328,IPR032823,3,21,5,0.23076923076923078
GO:0032345,IPR006796,2,8,10,0.2222222222222222
GO:0032348,IPR006796,2,8,10,0.2222222222222222
GO:0032354,IPR024635,11,37,11,0.4583333333333333
GO:0032356,IPR000432,19,57,89,0.2602739726027397
GO:0032356,IPR001351,14,57,60,0.23931623931623933
GO:0032356,IPR003265,13,57,47,0.25
GO:0032356,IPR007695,18,57,68,0.288
GO:0032356,IPR007696,19,57,88,0.2620689655172414
GO:0032356,IPR007860,19,57,71,0.296875
GO:0032356,IPR007861,17,57,65,0.2786885245901639
GO:0032356,IPR029119,9,57,10,0.26865671641791045
GO:0032357,IPR000432,19,54,89,0.26573426573426573
GO:0032357,IPR001351,14,54,60,0.24561403508771928
GO:0032357,IPR003265,13,54,47,0.25742574257425743
GO:0032357,IPR007695,18,54,68,0.29508196721311475
GO:0032357,IPR007696,19,54,88,0.2676056338028169
GO:0032357,IPR007860,19,54,71,0.304
GO:0032357,IPR007861,17,54,65,0.2857142857142857
GO:0032357,IPR029119,9,54,10,0.28125
GO:0032359,IPR025166,2,4,3,0.5714285714285714
GO:0032364,IPR014887,3,11,8,0.3157894736842105
GO:0032365,IPR002913,16,85,65,0.21333333333333335
GO:0032366,IPR033916,6,44,8,0.23076923076923078
GO:0032367,IPR033916,6,36,8,0.2727272727272727
GO:0032376,IPR003033,7,47,20,0.208955223880597
GO:0032377,IPR003033,7,17,20,0.3783783783783784
GO:0032378,IPR041051,2,5,4,0.4444444444444444
GO:0032378,IPR041052,2,5,4,0.4444444444444444
GO:0032378,IPR041254,2,5,4,0.4444444444444444
GO:0032379,IPR003033,7,11,20,0.45161290322580644
GO:0032380,IPR003033,7,16,20,0.3888888888888889
GO:0032381,IPR041051,2,5,4,0.4444444444444444
GO:0032381,IPR041052,2,5,4,0.4444444444444444
GO:0032381,IPR041254,2,5,4,0.4444444444444444
GO:0032382,IPR003033,7,11,20,0.45161290322580644
GO:0032383,IPR003033,7,16,20,0.3888888888888889
GO:0032384,IPR041051,2,5,4,0.4444444444444444
GO:0032384,IPR041052,2,5,4,0.4444444444444444
GO:0032384,IPR041254,2,5,4,0.4444444444444444
GO:0032385,IPR003033,7,11,20,0.45161290322580644
GO:0032389,IPR002099,16,17,44,0.5245901639344263
GO:0032389,IPR013507,16,17,46,0.5079365079365079
GO:0032389,IPR014790,7,17,38,0.2545454545454545
GO:0032389,IPR032189,7,17,7,0.5833333333333334
GO:0032392,IPR001208,42,299,80,0.22163588390501318
GO:0032392,IPR027925,39,299,55,0.22033898305084745
GO:0032392,IPR033762,41,299,76,0.21866666666666668
GO:0032392,IPR041562,42,299,82,0.2204724409448819
GO:0032395,IPR000353,4,11,14,0.32
GO:0032395,IPR001003,5,11,9,0.5
GO:0032404,IPR000432,18,39,89,0.28125
GO:0032404,IPR007695,17,39,68,0.3177570093457944
GO:0032404,IPR007696,18,39,88,0.28346456692913385
GO:0032404,IPR007860,18,39,71,0.32727272727272727
GO:0032404,IPR007861,17,39,65,0.3269230769230769
GO:0032405,IPR000432,18,27,89,0.3103448275862069
GO:0032405,IPR007695,17,27,68,0.35789473684210527
GO:0032405,IPR007696,18,27,88,0.3130434782608696
GO:0032405,IPR007860,18,27,71,0.3673469387755102
GO:0032405,IPR007861,17,27,65,0.3695652173913043
GO:0032406,IPR029119,2,6,10,0.25
GO:0032407,IPR029119,3,18,10,0.21428571428571427
GO:0032407,IPR032189,4,18,7,0.32
GO:0032408,IPR029119,2,6,10,0.25
GO:0032423,IPR014936,2,7,10,0.23529411764705882
GO:0032423,IPR032101,2,7,8,0.26666666666666666
GO:0032426,IPR036083,4,31,4,0.22857142857142856
GO:0032429,IPR013535,4,22,7,0.27586206896551724
GO:0032429,IPR015155,4,22,7,0.27586206896551724
GO:0032429,IPR023412,9,22,67,0.20224719101123595
GO:0032430,IPR013535,4,20,7,0.2962962962962963
GO:0032430,IPR015155,4,20,7,0.2962962962962963
GO:0032430,IPR023412,9,20,67,0.20689655172413793
GO:0032431,IPR023412,9,14,67,0.2222222222222222
GO:0032432,IPR001781,65,174,278,0.28761061946902655
GO:0032432,IPR031847,22,174,22,0.22448979591836735
GO:0032433,IPR012849,5,40,7,0.2127659574468085
GO:0032433,IPR032196,5,40,5,0.2222222222222222
GO:0032434,IPR002867,48,290,62,0.2727272727272727
GO:0032434,IPR044066,48,290,59,0.27507163323782235
GO:0032436,IPR002867,48,203,62,0.3622641509433962
GO:0032436,IPR044066,48,203,59,0.366412213740458
GO:0032437,IPR035460,2,14,4,0.2222222222222222
GO:0032437,IPR035558,2,14,2,0.25
GO:0032437,IPR037425,2,14,2,0.25
GO:0032437,IPR037426,2,14,2,0.25
GO:0032438,IPR014799,5,32,12,0.22727272727272727
GO:0032444,IPR001132,6,10,25,0.34285714285714286
GO:0032444,IPR003619,6,10,41,0.23529411764705882
GO:0032444,IPR013019,6,10,25,0.34285714285714286
GO:0032446,IPR001841,601,1696,1088,0.4317528735632184
GO:0032447,IPR000594,16,18,129,0.21768707482993196
GO:0032449,IPR037940,2,7,2,0.4444444444444444
GO:0032449,IPR041077,2,7,2,0.4444444444444444
GO:0032449,IPR042141,2,7,2,0.4444444444444444
GO:0032449,IPR042143,2,7,2,0.4444444444444444
GO:0032451,IPR003347,133,174,176,0.76
GO:0032451,IPR003349,49,174,49,0.43946188340807174
GO:0032451,IPR004198,29,174,29,0.2857142857142857
GO:0032452,IPR001606,22,143,66,0.21052631578947367
GO:0032452,IPR003347,133,143,176,0.8338557993730408
GO:0032452,IPR003349,49,143,49,0.5104166666666666
GO:0032452,IPR004198,29,143,29,0.3372093023255814
GO:0032452,IPR013637,17,143,17,0.2125
GO:0032452,IPR041070,19,143,23,0.2289156626506024
GO:0032453,IPR001606,22,75,66,0.3120567375886525
GO:0032453,IPR003347,67,75,176,0.5338645418326693
GO:0032453,IPR003349,34,75,49,0.5483870967741935
GO:0032453,IPR004198,29,75,29,0.5576923076923077
GO:0032453,IPR013637,17,75,17,0.3695652173913043
GO:0032454,IPR003347,41,44,176,0.37272727272727274
GO:0032454,IPR003349,17,44,49,0.3655913978494624
GO:0032454,IPR040477,6,44,13,0.21052631578947367
GO:0032454,IPR041070,13,44,23,0.3880597014925373
GO:0032455,IPR032815,3,4,23,0.2222222222222222
GO:0032458,IPR022735,4,4,26,0.26666666666666666
GO:0032459,IPR016014,6,41,12,0.22641509433962265
GO:0032459,IPR016015,6,41,13,0.2222222222222222
GO:0032460,IPR016014,6,22,12,0.35294117647058826
GO:0032460,IPR016015,6,22,13,0.34285714285714286
GO:0032461,IPR035558,2,15,2,0.23529411764705882
GO:0032461,IPR037425,2,15,2,0.23529411764705882
GO:0032461,IPR037426,2,15,2,0.23529411764705882
GO:0032462,IPR006785,3,19,8,0.2222222222222222
GO:0032462,IPR016014,6,19,12,0.3870967741935484
GO:0032462,IPR016015,6,19,13,0.375
GO:0032463,IPR006785,3,12,8,0.3
GO:0032463,IPR016014,6,12,12,0.5
GO:0032463,IPR016015,6,12,13,0.48
GO:0032464,IPR024810,4,6,32,0.21052631578947367
GO:0032466,IPR003316,9,39,39,0.23076923076923078
GO:0032471,IPR019442,3,12,7,0.3157894736842105
GO:0032471,IPR041672,2,12,6,0.2222222222222222
GO:0032482,IPR005225,309,310,1131,0.42886884108258155
GO:0032483,IPR001194,9,17,36,0.33962264150943394
GO:0032483,IPR005112,9,17,36,0.33962264150943394
GO:0032483,IPR005113,9,17,34,0.35294117647058826
GO:0032483,IPR035833,4,17,5,0.36363636363636365
GO:0032483,IPR037516,9,17,57,0.24324324324324326
GO:0032486,IPR035833,4,24,5,0.27586206896551724
GO:0032489,IPR015015,2,6,6,0.3333333333333333
GO:0032489,IPR022579,2,6,6,0.3333333333333333
GO:0032489,IPR035837,2,6,6,0.3333333333333333
GO:0032508,IPR001208,42,255,80,0.2507462686567164
GO:0032508,IPR006554,32,255,44,0.2140468227424749
GO:0032508,IPR006555,32,255,47,0.2119205298013245
GO:0032508,IPR010614,32,255,44,0.2140468227424749
GO:0032508,IPR014013,32,255,48,0.21122112211221122
GO:0032508,IPR027925,39,255,55,0.25161290322580643
GO:0032508,IPR032284,29,255,30,0.20350877192982456
GO:0032508,IPR033762,41,255,76,0.24773413897280966
GO:0032508,IPR041562,42,255,82,0.24925816023738873
GO:0032509,IPR002014,16,92,48,0.22857142857142856
GO:0032510,IPR023340,5,16,12,0.35714285714285715
GO:0032510,IPR023341,5,16,12,0.35714285714285715
GO:0032510,IPR042774,3,16,4,0.3
GO:0032511,IPR002014,15,65,48,0.26548672566371684
GO:0032511,IPR017898,9,65,9,0.24324324324324326
GO:0032511,IPR017899,9,65,9,0.24324324324324326
GO:0032515,IPR037638,8,37,8,0.35555555555555557
GO:0032516,IPR019523,6,38,7,0.26666666666666666
GO:0032527,IPR003338,13,62,23,0.3058823529411765
GO:0032527,IPR004201,12,62,23,0.2823529411764706
GO:0032527,IPR012913,14,62,15,0.36363636363636365
GO:0032527,IPR044865,15,62,42,0.28846153846153844
GO:0032542,IPR003115,6,6,25,0.3870967741935484
GO:0032543,IPR006075,54,373,58,0.2505800464037123
GO:0032543,IPR018027,54,373,59,0.25
GO:0032545,IPR024326,6,12,6,0.6666666666666666
GO:0032545,IPR034890,2,12,2,0.2857142857142857
GO:0032545,IPR035082,6,12,10,0.5454545454545454
GO:0032545,IPR035367,6,12,10,0.5454545454545454
GO:0032545,IPR035368,6,12,10,0.5454545454545454
GO:0032545,IPR035369,6,12,10,0.5454545454545454
GO:0032545,IPR035370,6,12,10,0.5454545454545454
GO:0032545,IPR035371,6,12,10,0.5454545454545454
GO:0032545,IPR040447,4,12,4,0.5
GO:0032549,IPR003008,156,886,165,0.29686013320647003
GO:0032549,IPR005225,452,886,1131,0.4481903817550818
GO:0032549,IPR018316,150,886,157,0.28763183125599234
GO:0032550,IPR003008,156,886,165,0.29686013320647003
GO:0032550,IPR005225,452,886,1131,0.4481903817550818
GO:0032550,IPR018316,150,886,157,0.28763183125599234
GO:0032553,IPR005225,455,2859,1131,0.22807017543859648
GO:0032555,IPR005225,455,2712,1131,0.23679417122040072
GO:0032557,IPR041252,2,10,4,0.2857142857142857
GO:0032561,IPR003008,156,930,165,0.28493150684931506
GO:0032561,IPR005225,452,930,1131,0.4386220281416788
GO:0032561,IPR018316,150,930,157,0.27598896044158233
GO:0032570,IPR001111,15,70,75,0.20689655172413793
GO:0032574,IPR024481,2,9,3,0.3333333333333333
GO:0032574,IPR034072,2,9,2,0.36363636363636365
GO:0032574,IPR041679,8,9,57,0.24242424242424243
GO:0032580,IPR043976,10,15,10,0.8
GO:0032581,IPR010482,2,6,12,0.2222222222222222
GO:0032584,IPR007191,3,12,8,0.3
GO:0032585,IPR042028,5,14,5,0.5263157894736842
GO:0032589,IPR006029,30,114,161,0.21818181818181817
GO:0032589,IPR006202,30,114,168,0.2127659574468085
GO:0032590,IPR006029,28,78,161,0.23430962343096234
GO:0032590,IPR006202,28,78,168,0.22764227642276422
GO:0032591,IPR001573,2,7,7,0.2857142857142857
GO:0032592,IPR013566,27,164,28,0.28125
GO:0032592,IPR013567,28,164,29,0.29015544041450775
GO:0032592,IPR020860,28,164,29,0.29015544041450775
GO:0032594,IPR019143,4,18,13,0.25806451612903225
GO:0032594,IPR021563,10,18,12,0.6666666666666666
GO:0032594,IPR034743,10,18,19,0.5405405405405406
GO:0032594,IPR034744,10,18,19,0.5405405405405406
GO:0032596,IPR018515,2,5,5,0.4
GO:0032596,IPR024584,2,5,5,0.4
GO:0032596,IPR032108,2,5,5,0.4
GO:0032602,IPR042580,2,17,2,0.21052631578947367
GO:0032606,IPR033952,9,25,9,0.5294117647058824
GO:0032607,IPR024581,2,5,7,0.3333333333333333
GO:0032608,IPR033952,9,14,9,0.782608695652174
GO:0032610,IPR025307,3,6,7,0.46153846153846156
GO:0032610,IPR033516,2,6,8,0.2857142857142857
GO:0032615,IPR034133,2,8,8,0.25
GO:0032620,IPR044114,2,7,3,0.4
GO:0032621,IPR003191,2,3,16,0.21052631578947367
GO:0032621,IPR037684,2,3,12,0.26666666666666666
GO:0032623,IPR032435,3,10,5,0.4
GO:0032635,IPR004030,9,20,18,0.47368421052631576
GO:0032637,IPR004030,9,24,18,0.42857142857142855
GO:0032647,IPR031964,8,69,8,0.2077922077922078
GO:0032650,IPR034127,3,13,3,0.375
GO:0032651,IPR004020,23,159,49,0.22115384615384615
GO:0032652,IPR004020,26,180,49,0.22707423580786026
GO:0032656,IPR034877,4,29,10,0.20512820512820512
GO:0032667,IPR032356,2,10,4,0.2857142857142857
GO:0032667,IPR034249,3,10,11,0.2857142857142857
GO:0032674,IPR034877,4,29,10,0.20512820512820512
GO:0032677,IPR000157,29,143,132,0.2109090909090909
GO:0032679,IPR034002,2,5,2,0.5714285714285714
GO:0032690,IPR034127,3,5,3,0.75
GO:0032696,IPR013558,3,7,14,0.2857142857142857
GO:0032696,IPR034034,3,7,3,0.6
GO:0032696,IPR034037,3,7,3,0.6
GO:0032713,IPR013558,3,9,14,0.2608695652173913
GO:0032713,IPR032354,3,9,11,0.3
GO:0032713,IPR034731,2,9,5,0.2857142857142857
GO:0032714,IPR013558,3,7,14,0.2857142857142857
GO:0032714,IPR034034,3,7,3,0.6
GO:0032714,IPR034037,3,7,3,0.6
GO:0032727,IPR031964,8,59,8,0.23880597014925373
GO:0032728,IPR001346,10,63,30,0.21505376344086022
GO:0032728,IPR031964,8,63,8,0.22535211267605634
GO:0032730,IPR034133,2,8,8,0.25
GO:0032731,IPR004020,20,100,49,0.2684563758389262
GO:0032731,IPR041075,15,100,45,0.20689655172413793
GO:0032732,IPR004020,22,110,49,0.27672955974842767
GO:0032732,IPR041075,17,110,45,0.21935483870967742
GO:0032736,IPR034877,4,22,10,0.25
GO:0032741,IPR044445,2,11,6,0.23529411764705882
GO:0032741,IPR044446,2,11,6,0.23529411764705882
GO:0032741,IPR044447,2,11,5,0.25
GO:0032747,IPR032356,2,5,4,0.4444444444444444
GO:0032747,IPR034249,3,5,11,0.375
GO:0032754,IPR034877,4,19,10,0.27586206896551724
GO:0032755,IPR000157,33,171,132,0.21782178217821782
GO:0032757,IPR000157,27,115,132,0.21862348178137653
GO:0032759,IPR034002,2,5,2,0.5714285714285714
GO:0032767,IPR006122,3,7,15,0.2727272727272727
GO:0032776,IPR001025,17,34,60,0.3617021276595745
GO:0032776,IPR022702,10,34,11,0.4444444444444444
GO:0032776,IPR025766,6,34,13,0.2553191489361702
GO:0032776,IPR040552,6,34,9,0.27906976744186046
GO:0032777,IPR002717,17,35,30,0.5230769230769231
GO:0032777,IPR009607,5,35,5,0.25
GO:0032777,IPR019542,14,35,29,0.4375
GO:0032777,IPR025995,14,35,43,0.358974358974359
GO:0032777,IPR040706,17,35,30,0.5230769230769231
GO:0032781,IPR000432,18,72,89,0.2236024844720497
GO:0032781,IPR007695,18,72,68,0.2571428571428571
GO:0032781,IPR007696,18,72,88,0.225
GO:0032781,IPR007860,18,72,71,0.2517482517482518
GO:0032782,IPR015098,5,10,8,0.5555555555555556
GO:0032783,IPR043640,10,14,17,0.6451612903225806
GO:0032788,IPR006862,4,4,13,0.47058823529411764
