GO,Interpro,n,n_go,n_ip,s
GO:0032788,IPR014940,4,4,14,0.4444444444444444
GO:0032789,IPR006862,4,4,13,0.47058823529411764
GO:0032789,IPR014940,4,4,14,0.4444444444444444
GO:0032790,IPR005140,16,88,37,0.256
GO:0032790,IPR005141,13,88,33,0.21487603305785125
GO:0032790,IPR005142,17,88,38,0.2698412698412698
GO:0032790,IPR009022,20,88,90,0.2247191011235955
GO:0032790,IPR019814,35,88,36,0.5645161290322581
GO:0032790,IPR019815,33,88,34,0.5409836065573771
GO:0032790,IPR035649,19,88,82,0.2235294117647059
GO:0032792,IPR024435,3,15,9,0.25
GO:0032792,IPR032354,3,15,11,0.23076923076923078
GO:0032793,IPR024783,8,48,8,0.2857142857142857
GO:0032793,IPR024784,7,48,7,0.2545454545454545
GO:0032793,IPR024785,7,48,7,0.2545454545454545
GO:0032797,IPR008395,5,23,20,0.23255813953488372
GO:0032797,IPR010304,8,23,12,0.45714285714285713
GO:0032797,IPR022034,5,23,13,0.2777777777777778
GO:0032797,IPR032196,5,23,5,0.35714285714285715
GO:0032797,IPR040472,5,23,13,0.2777777777777778
GO:0032797,IPR041560,5,23,13,0.2777777777777778
GO:0032799,IPR034193,4,12,21,0.24242424242424243
GO:0032799,IPR041051,4,12,4,0.5
GO:0032799,IPR041052,4,12,4,0.5
GO:0032799,IPR041254,4,12,4,0.5
GO:0032800,IPR031588,2,7,7,0.2857142857142857
GO:0032802,IPR034193,4,11,21,0.25
GO:0032802,IPR041051,4,11,4,0.5333333333333333
GO:0032802,IPR041052,4,11,4,0.5333333333333333
GO:0032802,IPR041254,4,11,4,0.5333333333333333
GO:0032803,IPR041051,2,7,4,0.36363636363636365
GO:0032803,IPR041052,2,7,4,0.36363636363636365
GO:0032803,IPR041254,2,7,4,0.36363636363636365
GO:0032805,IPR041051,2,5,4,0.4444444444444444
GO:0032805,IPR041052,2,5,4,0.4444444444444444
GO:0032805,IPR041254,2,5,4,0.4444444444444444
GO:0032806,IPR032438,13,114,13,0.2047244094488189
GO:0032807,IPR012308,16,17,44,0.5245901639344263
GO:0032807,IPR012309,13,17,45,0.41935483870967744
GO:0032807,IPR012310,16,17,48,0.49230769230769234
GO:0032807,IPR021536,5,17,5,0.45454545454545453
GO:0032807,IPR044125,16,17,17,0.9411764705882353
GO:0032808,IPR022151,3,8,14,0.2727272727272727
GO:0032809,IPR003131,19,65,111,0.2159090909090909
GO:0032812,IPR000532,5,5,37,0.23809523809523808
GO:0032813,IPR001293,13,77,34,0.23423423423423423
GO:0032813,IPR002083,17,77,83,0.2125
GO:0032813,IPR006052,27,77,64,0.3829787234042553
GO:0032814,IPR002502,23,65,36,0.45544554455445546
GO:0032814,IPR006619,23,65,26,0.5054945054945055
GO:0032815,IPR002502,23,32,36,0.6764705882352942
GO:0032815,IPR006619,23,32,26,0.7931034482758621
GO:0032817,IPR019482,2,10,7,0.23529411764705882
GO:0032817,IPR024303,2,10,5,0.26666666666666666
GO:0032819,IPR019482,2,8,7,0.26666666666666666
GO:0032819,IPR024303,2,8,5,0.3076923076923077
GO:0032823,IPR002502,23,41,36,0.5974025974025974
GO:0032823,IPR006619,23,41,26,0.6865671641791045
GO:0032824,IPR002502,23,23,36,0.7796610169491526
GO:0032824,IPR006619,23,23,26,0.9387755102040817
GO:0032826,IPR002502,23,25,36,0.7540983606557377
GO:0032826,IPR006619,23,25,26,0.9019607843137255
GO:0032827,IPR002502,23,23,36,0.7796610169491526
GO:0032827,IPR006619,23,23,26,0.9387755102040817
GO:0032829,IPR032354,2,7,11,0.2222222222222222
GO:0032831,IPR032354,2,6,11,0.23529411764705882
GO:0032836,IPR000976,4,19,7,0.3076923076923077
GO:0032836,IPR001442,5,19,16,0.2857142857142857
GO:0032836,IPR024609,5,19,7,0.38461538461538464
GO:0032847,IPR003093,4,10,14,0.3333333333333333
GO:0032847,IPR015076,2,10,4,0.2857142857142857
GO:0032848,IPR003093,4,4,14,0.4444444444444444
GO:0032849,IPR015076,2,4,4,0.5
GO:0032865,IPR019411,18,39,21,0.6
GO:0032865,IPR031468,36,39,70,0.6605504587155964
GO:0032875,IPR003316,11,40,39,0.27848101265822783
GO:0032877,IPR003316,10,16,39,0.36363636363636365
GO:0032889,IPR006925,7,21,12,0.42424242424242425
GO:0032889,IPR006926,7,21,7,0.5
GO:0032891,IPR039026,6,39,14,0.22641509433962265
GO:0032898,IPR032815,3,3,23,0.23076923076923078
GO:0032899,IPR006933,2,5,7,0.3333333333333333
GO:0032901,IPR006933,2,3,7,0.4
GO:0032902,IPR032815,3,3,23,0.23076923076923078
GO:0032908,IPR008013,3,13,14,0.2222222222222222
GO:0032908,IPR034127,2,13,3,0.25
GO:0032909,IPR014887,3,16,8,0.25
GO:0032911,IPR008013,3,5,14,0.3157894736842105
GO:0032912,IPR008013,3,5,14,0.3157894736842105
GO:0032914,IPR034127,2,9,3,0.3333333333333333
GO:0032924,IPR000472,15,52,23,0.4
GO:0032924,IPR001111,17,52,75,0.2677165354330709
GO:0032924,IPR001839,19,52,128,0.2111111111111111
GO:0032924,IPR003605,8,52,16,0.23529411764705882
GO:0032925,IPR015369,8,60,19,0.20253164556962025
GO:0032926,IPR003645,8,34,42,0.21052631578947367
GO:0032926,IPR004133,8,34,25,0.2711864406779661
GO:0032926,IPR015369,8,34,19,0.3018867924528302
GO:0032926,IPR017878,8,34,24,0.27586206896551724
GO:0032927,IPR000472,5,15,23,0.2631578947368421
GO:0032929,IPR012617,2,3,16,0.21052631578947367
GO:0032929,IPR025160,2,3,16,0.21052631578947367
GO:0032934,IPR003172,25,137,39,0.2840909090909091
GO:0032950,IPR041675,3,17,5,0.2727272727272727
GO:0032951,IPR041675,3,17,5,0.2727272727272727
GO:0032952,IPR041675,2,9,5,0.2857142857142857
GO:0032953,IPR041675,2,9,5,0.2857142857142857
GO:0032957,IPR000909,48,55,64,0.8067226890756303
GO:0032957,IPR001711,48,55,61,0.8275862068965517
GO:0032957,IPR014815,7,55,7,0.22580645161290322
GO:0032957,IPR015359,36,55,43,0.7346938775510204
GO:0032957,IPR037862,12,55,12,0.3582089552238806
GO:0032958,IPR000909,48,69,64,0.7218045112781954
GO:0032958,IPR001711,48,69,61,0.7384615384615385
GO:0032958,IPR015359,36,69,43,0.6428571428571429
GO:0032958,IPR037862,12,69,12,0.2962962962962963
GO:0032958,IPR040557,11,69,14,0.26506024096385544
GO:0032959,IPR000909,48,51,64,0.8347826086956521
GO:0032959,IPR001711,48,51,61,0.8571428571428571
GO:0032959,IPR014815,7,51,7,0.2413793103448276
GO:0032959,IPR015359,36,51,43,0.7659574468085106
GO:0032959,IPR035023,6,51,6,0.21052631578947367
GO:0032959,IPR035024,6,51,6,0.21052631578947367
GO:0032959,IPR037862,12,51,12,0.38095238095238093
GO:0032963,IPR000585,59,142,76,0.5412844036697247
GO:0032963,IPR001818,75,142,81,0.672645739910314
GO:0032963,IPR002477,68,142,81,0.6098654708520179
GO:0032963,IPR006026,75,142,146,0.5208333333333334
GO:0032963,IPR033739,75,142,79,0.6787330316742082
GO:0032964,IPR000885,5,15,29,0.22727272727272727
GO:0032967,IPR001111,14,54,75,0.21705426356589147
GO:0032968,IPR013953,18,136,20,0.23076923076923078
GO:0032968,IPR028083,16,136,16,0.21052631578947367
GO:0032968,IPR028231,16,136,16,0.21052631578947367
GO:0032968,IPR029148,18,136,20,0.23076923076923078
GO:0032968,IPR032706,16,136,16,0.21052631578947367
GO:0032968,IPR035018,16,136,16,0.21052631578947367
GO:0032968,IPR035019,16,136,16,0.21052631578947367
GO:0032968,IPR035420,16,136,16,0.21052631578947367
GO:0032971,IPR042717,3,8,4,0.5
GO:0032977,IPR028053,14,38,18,0.5
GO:0032977,IPR028055,38,38,45,0.9156626506024096
GO:0032977,IPR038210,14,38,18,0.5
GO:0032978,IPR028055,6,10,45,0.21818181818181817
GO:0032979,IPR028055,6,9,45,0.2222222222222222
GO:0032982,IPR002928,18,28,53,0.4444444444444444
GO:0032982,IPR004009,14,28,73,0.27722772277227725
GO:0032983,IPR001320,11,11,73,0.2619047619047619
GO:0032983,IPR019594,11,11,43,0.4074074074074074
GO:0032988,IPR022159,10,35,10,0.4444444444444444
GO:0032988,IPR022783,11,35,15,0.44
GO:0032988,IPR044762,7,35,7,0.3333333333333333
GO:0032994,IPR009454,3,24,5,0.20689655172413793
GO:0032994,IPR015104,3,24,3,0.2222222222222222
GO:0032994,IPR016014,7,24,12,0.3888888888888889
GO:0032994,IPR016015,7,24,13,0.3783783783783784
GO:0032994,IPR022176,3,24,3,0.2222222222222222
GO:0032995,IPR018958,5,14,9,0.43478260869565216
GO:0033013,IPR022417,43,310,44,0.24293785310734464
GO:0033013,IPR022418,42,310,43,0.23796033994334279
GO:0033013,IPR033644,39,310,39,0.22349570200573066
GO:0033013,IPR033659,38,310,38,0.21839080459770116
GO:0033014,IPR000257,29,255,33,0.2013888888888889
GO:0033014,IPR022417,43,255,44,0.28762541806020064
GO:0033014,IPR022418,42,255,43,0.28187919463087246
GO:0033014,IPR033644,39,255,39,0.2653061224489796
GO:0033014,IPR033659,38,255,38,0.2593856655290102
GO:0033015,IPR024438,3,21,6,0.2222222222222222
GO:0033017,IPR000699,12,50,22,0.3333333333333333
GO:0033017,IPR003032,10,50,11,0.32786885245901637
GO:0033017,IPR006068,14,50,83,0.21052631578947367
GO:0033017,IPR009460,10,50,11,0.32786885245901637
GO:0033017,IPR013662,12,50,22,0.3333333333333333
GO:0033017,IPR014821,12,50,21,0.3380281690140845
GO:0033017,IPR016093,12,50,52,0.23529411764705882
GO:0033017,IPR035761,10,50,11,0.32786885245901637
GO:0033017,IPR035762,10,50,11,0.32786885245901637
GO:0033017,IPR035764,9,50,10,0.3
GO:0033018,IPR041858,8,9,9,0.8888888888888888
GO:0033018,IPR041859,7,9,8,0.8235294117647058
GO:0033018,IPR041860,7,9,8,0.8235294117647058
GO:0033029,IPR000341,3,11,17,0.21428571428571427
GO:0033029,IPR003113,3,11,8,0.3157894736842105
GO:0033029,IPR037702,2,11,2,0.3076923076923077
GO:0033031,IPR000341,3,7,17,0.25
GO:0033031,IPR003113,3,7,8,0.4
GO:0033031,IPR037702,2,7,2,0.4444444444444444
GO:0033033,IPR015104,3,20,3,0.2608695652173913
GO:0033034,IPR003113,3,18,8,0.23076923076923078
GO:0033034,IPR022102,4,18,16,0.23529411764705882
GO:0033040,IPR013122,4,4,29,0.24242424242424243
GO:0033040,IPR042060,2,4,10,0.2857142857142857
GO:0033041,IPR011500,7,7,32,0.358974358974359
GO:0033048,IPR013212,11,98,11,0.2018348623853211
GO:0033058,IPR018884,3,7,7,0.42857142857142855
GO:0033061,IPR013632,24,25,45,0.6857142857142857
GO:0033061,IPR020588,25,25,82,0.4672897196261682
GO:0033061,IPR033925,14,25,35,0.4666666666666667
GO:0033063,IPR013632,17,18,45,0.5396825396825397
GO:0033063,IPR020588,18,18,82,0.36
GO:0033063,IPR033925,8,18,35,0.3018867924528302
GO:0033065,IPR013632,9,10,45,0.32727272727272727
GO:0033065,IPR020588,10,10,82,0.21739130434782608
GO:0033065,IPR033925,9,10,35,0.4
GO:0033067,IPR013968,6,9,39,0.25
GO:0033067,IPR015083,5,9,5,0.7142857142857143
GO:0033067,IPR020802,3,9,9,0.3333333333333333
GO:0033067,IPR032821,7,9,50,0.23728813559322035
GO:0033068,IPR013968,6,9,39,0.25
GO:0033068,IPR015083,5,9,5,0.7142857142857143
GO:0033068,IPR020802,3,9,9,0.3333333333333333
GO:0033068,IPR032821,7,9,50,0.23728813559322035
GO:0033071,IPR004276,5,8,20,0.35714285714285715
GO:0033072,IPR004276,5,8,20,0.35714285714285715
GO:0033077,IPR032052,12,101,14,0.20869565217391303
GO:0033082,IPR044413,2,4,3,0.5714285714285714
GO:0033083,IPR000320,4,17,19,0.2222222222222222
GO:0033083,IPR001767,4,17,22,0.20512820512820512
GO:0033084,IPR000320,4,16,19,0.22857142857142856
GO:0033084,IPR001767,4,16,22,0.21052631578947367
GO:0033087,IPR022113,2,8,6,0.2857142857142857
GO:0033088,IPR022113,2,8,6,0.2857142857142857
GO:0033093,IPR002919,5,14,32,0.21739130434782608
GO:0033093,IPR014853,5,14,29,0.23255813953488372
GO:0033093,IPR019558,3,14,12,0.23076923076923078
GO:0033093,IPR032361,5,14,5,0.5263157894736842
GO:0033119,IPR021790,8,51,15,0.24242424242424243
GO:0033119,IPR034798,7,51,8,0.23728813559322035
GO:0033120,IPR032297,13,107,20,0.2047244094488189
GO:0033127,IPR022034,5,31,13,0.22727272727272727
GO:0033127,IPR032196,5,31,5,0.2777777777777778
GO:0033127,IPR040472,5,31,13,0.22727272727272727
GO:0033127,IPR041560,5,31,13,0.22727272727272727
GO:0033128,IPR035796,3,6,5,0.5454545454545454
GO:0033129,IPR008395,5,21,20,0.24390243902439024
GO:0033129,IPR022034,5,21,13,0.29411764705882354
GO:0033129,IPR032196,5,21,5,0.38461538461538464
GO:0033129,IPR040472,5,21,13,0.29411764705882354
GO:0033129,IPR041560,5,21,13,0.29411764705882354
GO:0033130,IPR016054,19,35,62,0.3917525773195876
GO:0033130,IPR032763,5,35,5,0.25
GO:0033130,IPR035076,5,35,11,0.21739130434782608
GO:0033131,IPR041170,2,16,2,0.2222222222222222
GO:0033131,IPR041565,2,16,2,0.2222222222222222
GO:0033132,IPR018533,2,10,8,0.2222222222222222
GO:0033132,IPR041170,2,10,2,0.3333333333333333
GO:0033132,IPR041565,2,10,2,0.3333333333333333
GO:0033142,IPR010011,3,8,12,0.3
GO:0033142,IPR014920,3,8,12,0.3
GO:0033142,IPR014935,3,8,12,0.3
GO:0033142,IPR032565,2,8,9,0.23529411764705882
GO:0033145,IPR010011,4,25,12,0.21621621621621623
GO:0033145,IPR014920,4,25,12,0.21621621621621623
GO:0033145,IPR014935,4,25,12,0.21621621621621623
GO:0033145,IPR032565,4,25,9,0.23529411764705882
GO:0033147,IPR007196,3,21,5,0.23076923076923078
GO:0033147,IPR024557,3,21,5,0.23076923076923078
GO:0033147,IPR025994,3,21,5,0.23076923076923078
GO:0033147,IPR032191,3,21,5,0.23076923076923078
GO:0033147,IPR032193,3,21,5,0.23076923076923078
GO:0033147,IPR032194,3,21,5,0.23076923076923078
GO:0033149,IPR000535,14,14,34,0.5833333333333334
GO:0033151,IPR019485,8,40,8,0.3333333333333333
GO:0033151,IPR023336,8,40,8,0.3333333333333333
GO:0033151,IPR025162,5,40,5,0.2222222222222222
GO:0033151,IPR035714,8,40,8,0.3333333333333333
GO:0033152,IPR012582,4,12,6,0.4444444444444444
GO:0033152,IPR021536,3,12,5,0.35294117647058826
GO:0033152,IPR037706,4,12,6,0.4444444444444444
GO:0033152,IPR044125,3,12,17,0.20689655172413793
GO:0033153,IPR013558,3,7,14,0.2857142857142857
GO:0033153,IPR021536,2,7,5,0.3333333333333333
GO:0033162,IPR002227,8,17,47,0.25
GO:0033164,IPR028098,6,6,45,0.23529411764705882
GO:0033165,IPR005151,3,4,18,0.2727272727272727
GO:0033168,IPR044441,2,4,9,0.3076923076923077
GO:0033169,IPR003347,36,43,176,0.3287671232876712
GO:0033169,IPR003349,15,43,49,0.32608695652173914
GO:0033169,IPR040477,6,43,13,0.21428571428571427
GO:0033169,IPR041070,10,43,23,0.30303030303030304
GO:0033170,IPR013748,32,58,32,0.7111111111111111
GO:0033173,IPR011539,12,25,33,0.41379310344827586
GO:0033173,IPR032397,12,25,32,0.42105263157894735
GO:0033173,IPR041751,6,25,17,0.2857142857142857
GO:0033176,IPR011987,4,26,7,0.24242424242424243
GO:0033177,IPR002379,64,66,86,0.8421052631578947
GO:0033178,IPR000194,111,154,162,0.7025316455696202
GO:0033178,IPR000793,41,154,48,0.40594059405940597
GO:0033178,IPR004100,106,154,152,0.6928104575163399
GO:0033178,IPR020546,38,154,50,0.37254901960784315
GO:0033178,IPR033732,39,154,45,0.39195979899497485
GO:0033180,IPR011987,4,12,7,0.42105263157894735
GO:0033180,IPR031686,5,12,28,0.25
GO:0033182,IPR024725,3,22,3,0.24
GO:0033183,IPR024725,3,10,3,0.46153846153846156
GO:0033186,IPR022052,9,23,29,0.34615384615384615
GO:0033186,IPR029091,7,23,7,0.4666666666666667
GO:0033186,IPR029105,7,23,7,0.4666666666666667
GO:0033186,IPR029129,3,23,3,0.23076923076923078
GO:0033188,IPR025749,19,20,19,0.9743589743589743
GO:0033192,IPR006186,17,24,122,0.2328767123287671
GO:0033192,IPR041751,17,24,17,0.8292682926829268
GO:0033197,IPR044452,2,11,3,0.2857142857142857
GO:0033202,IPR010339,30,97,32,0.46511627906976744
GO:0033202,IPR014016,15,97,26,0.24390243902439024
GO:0033202,IPR014017,20,97,33,0.3076923076923077
GO:0033202,IPR020838,15,97,17,0.2631578947368421
GO:0033202,IPR041048,30,97,32,0.46511627906976744
GO:0033204,IPR002775,2,7,9,0.25
GO:0033209,IPR006052,23,140,64,0.22549019607843138
GO:0033210,IPR010457,4,12,13,0.32
GO:0033210,IPR029333,2,12,4,0.25
GO:0033210,IPR029429,2,12,4,0.25
GO:0033210,IPR029430,2,12,4,0.25
GO:0033210,IPR035855,2,12,2,0.2857142857142857
GO:0033210,IPR041182,4,12,4,0.5
GO:0033211,IPR037929,2,8,2,0.4
GO:0033212,IPR000531,22,74,34,0.4074074074074074
GO:0033212,IPR012910,24,74,37,0.43243243243243246
GO:0033214,IPR000531,22,45,34,0.5569620253164557
GO:0033214,IPR012910,24,45,37,0.5853658536585366
GO:0033215,IPR044130,7,17,7,0.5833333333333334
GO:0033222,IPR031640,2,3,5,0.5
GO:0033234,IPR033883,7,20,45,0.2153846153846154
GO:0033239,IPR022141,3,14,9,0.2608695652173913
GO:0033241,IPR022141,3,9,9,0.3333333333333333
GO:0033242,IPR022141,3,3,9,0.5
GO:0033254,IPR003807,7,8,9,0.8235294117647058
GO:0033254,IPR018966,5,8,5,0.7692307692307693
GO:0033256,IPR033926,3,6,19,0.24
GO:0033260,IPR001208,47,187,80,0.352059925093633
GO:0033260,IPR027925,45,187,55,0.371900826446281
GO:0033260,IPR033762,46,187,76,0.34980988593155893
GO:0033260,IPR041562,47,187,82,0.34944237918215615
GO:0033262,IPR006572,7,53,9,0.22580645161290322
GO:0033263,IPR006925,4,21,12,0.24242424242424243
GO:0033263,IPR006926,3,21,7,0.21428571428571427
GO:0033263,IPR007810,4,21,7,0.2857142857142857
GO:0033263,IPR025941,5,21,5,0.38461538461538464
GO:0033265,IPR014788,2,4,9,0.3076923076923077
GO:0033268,IPR024583,5,35,13,0.20833333333333334
GO:0033269,IPR021922,2,2,8,0.4
GO:0033275,IPR002928,9,31,53,0.21428571428571427
GO:0033276,IPR007582,3,13,8,0.2857142857142857
GO:0033276,IPR009464,2,13,6,0.21052631578947367
GO:0033280,IPR042153,9,29,11,0.45
GO:0033290,IPR044126,9,16,14,0.6
GO:0033292,IPR012560,2,10,8,0.2222222222222222
GO:0033292,IPR035471,2,10,2,0.3333333333333333
GO:0033292,IPR040745,2,10,7,0.23529411764705882
GO:0033293,IPR001460,36,260,36,0.24324324324324326
GO:0033309,IPR003163,6,7,14,0.5714285714285714
GO:0033309,IPR018004,5,7,13,0.5
GO:0033313,IPR003511,11,41,36,0.2857142857142857
GO:0033314,IPR015163,24,75,25,0.48
GO:0033314,IPR041083,17,75,19,0.3617021276595745
GO:0033317,IPR011994,31,60,31,0.6813186813186813
GO:0033317,IPR013332,12,60,18,0.3076923076923077
GO:0033317,IPR013752,12,60,20,0.3
GO:0033344,IPR033916,6,26,8,0.35294117647058826
GO:0033353,IPR015878,37,54,39,0.7956989247311828
GO:0033354,IPR007516,2,2,3,0.8
GO:0033354,IPR007525,2,2,3,0.8
GO:0033383,IPR001906,13,13,109,0.21311475409836064
GO:0033383,IPR005630,13,13,108,0.21487603305785125
GO:0033383,IPR034741,11,13,74,0.25287356321839083
GO:0033387,IPR022643,18,18,42,0.6
GO:0033387,IPR022644,18,18,59,0.4675324675324675
GO:0033388,IPR022644,20,20,59,0.5063291139240507
GO:0033388,IPR040634,14,20,14,0.8235294117647058
GO:0033388,IPR041128,14,20,14,0.8235294117647058
GO:0033391,IPR025605,11,33,25,0.3793103448275862
GO:0033391,IPR037982,8,33,8,0.3902439024390244
GO:0033477,IPR003726,8,8,30,0.42105263157894735
GO:0033478,IPR029903,4,4,18,0.36363636363636365
GO:0033483,IPR014887,3,16,8,0.25
GO:0033498,IPR031640,3,3,5,0.75
GO:0033499,IPR005849,12,66,14,0.3
GO:0033499,IPR005850,12,66,13,0.3037974683544304
GO:0033499,IPR006204,26,66,98,0.3170731707317073
GO:0033499,IPR013750,26,66,76,0.36619718309859156
GO:0033499,IPR016040,24,66,99,0.2909090909090909
GO:0033499,IPR019539,26,66,30,0.5416666666666666
GO:0033504,IPR019025,3,21,5,0.23076923076923078
GO:0033517,IPR040464,3,7,18,0.24
GO:0033522,IPR032443,33,70,34,0.6346153846153846
GO:0033526,IPR000257,11,29,33,0.3548387096774194
GO:0033526,IPR006151,18,29,62,0.3956043956043956
GO:0033526,IPR015895,18,29,20,0.7346938775510204
GO:0033526,IPR015896,15,29,17,0.6521739130434783
GO:0033528,IPR003726,6,6,30,0.3333333333333333
GO:0033530,IPR031704,2,3,8,0.36363636363636365
GO:0033530,IPR031705,2,3,8,0.36363636363636365
GO:0033531,IPR031704,2,2,8,0.4
GO:0033531,IPR031705,2,2,8,0.4
GO:0033539,IPR006091,22,43,97,0.3142857142857143
GO:0033539,IPR009075,23,43,85,0.359375
GO:0033539,IPR013786,23,43,73,0.39655172413793105
GO:0033539,IPR014730,18,43,37,0.45
GO:0033539,IPR014731,14,43,18,0.45901639344262296
GO:0033539,IPR033947,11,43,14,0.38596491228070173
GO:0033540,IPR002655,25,34,28,0.8064516129032258
GO:0033540,IPR006091,24,34,97,0.366412213740458
GO:0033540,IPR009075,12,34,85,0.20168067226890757
GO:0033540,IPR029320,16,34,19,0.6037735849056604
GO:0033549,IPR000340,29,41,157,0.29292929292929293
GO:0033549,IPR020422,29,41,168,0.27751196172248804
GO:0033551,IPR020981,2,3,2,0.8
GO:0033557,IPR000305,12,14,63,0.3116883116883117
GO:0033558,IPR023801,53,152,59,0.5023696682464455
GO:0033558,IPR026590,63,152,84,0.5338983050847458
GO:0033559,IPR005804,39,163,88,0.3107569721115538
GO:0033561,IPR042062,6,35,18,0.22641509433962265
GO:0033564,IPR000906,6,16,29,0.26666666666666666
GO:0033564,IPR033772,6,16,12,0.42857142857142855
GO:0033564,IPR042155,3,16,3,0.3157894736842105
GO:0033564,IPR042156,2,16,2,0.2222222222222222
GO:0033565,IPR002014,17,17,48,0.5230769230769231
GO:0033565,IPR035657,2,17,2,0.21052631578947367
GO:0033566,IPR012943,2,8,11,0.21052631578947367
GO:0033566,IPR024545,2,8,2,0.4
GO:0033567,IPR014808,8,28,10,0.42105263157894735
GO:0033567,IPR020045,5,28,17,0.2222222222222222
GO:0033567,IPR020046,5,28,18,0.21739130434782608
GO:0033572,IPR007365,8,35,25,0.26666666666666666
GO:0033572,IPR037324,11,35,11,0.4782608695652174
GO:0033573,IPR044130,5,5,7,0.8333333333333334
GO:0033577,IPR028098,9,11,45,0.32142857142857145
GO:0033588,IPR032432,11,11,13,0.9166666666666666
GO:0033592,IPR005580,6,51,7,0.20689655172413793
GO:0033592,IPR008395,10,51,20,0.28169014084507044
GO:0033592,IPR016103,6,51,7,0.20689655172413793
GO:0033592,IPR022034,10,51,13,0.3125
GO:0033592,IPR035236,6,51,6,0.21052631578947367
GO:0033592,IPR040472,10,51,13,0.3125
GO:0033592,IPR041560,10,51,13,0.3125
GO:0033593,IPR015187,4,4,6,0.8
GO:0033593,IPR015188,4,4,4,1.0
GO:0033593,IPR015205,4,4,4,1.0
GO:0033593,IPR015252,4,4,6,0.8
GO:0033596,IPR000331,4,5,30,0.22857142857142856
GO:0033596,IPR018515,5,5,5,1.0
GO:0033596,IPR024584,5,5,5,1.0
GO:0033597,IPR013212,2,7,11,0.2222222222222222
GO:0033598,IPR034263,2,16,2,0.2222222222222222
GO:0033599,IPR015187,4,27,6,0.24242424242424243
GO:0033599,IPR015188,4,27,4,0.25806451612903225
GO:0033599,IPR015205,4,27,4,0.25806451612903225
GO:0033599,IPR015252,4,27,6,0.24242424242424243
GO:0033600,IPR015187,4,9,6,0.5333333333333333
GO:0033600,IPR015188,4,9,4,0.6153846153846154
GO:0033600,IPR015205,4,9,4,0.6153846153846154
GO:0033600,IPR015252,4,9,6,0.5333333333333333
GO:0033612,IPR001111,18,68,75,0.2517482517482518
GO:0033612,IPR001839,22,68,128,0.22448979591836735
GO:0033615,IPR025210,2,8,3,0.36363636363636365
GO:0033617,IPR018628,5,33,6,0.2564102564102564
GO:0033622,IPR034127,3,21,3,0.25
GO:0033622,IPR037837,4,21,9,0.26666666666666666
GO:0033622,IPR040790,4,21,9,0.26666666666666666
GO:0033625,IPR031334,3,21,8,0.20689655172413793
GO:0033625,IPR031805,3,21,6,0.2222222222222222
